,JOB_MATCH,S_NAME,S_AGE,S_GENDER,S_EDUCATION,S_UNDERSTANDING_COMM,S_GETTING_ALONG_PEOPLE,S_LIFE_ACT_HOUSE,S_LIFE_ACT_WORK,S_PARTICIPATE_SOCIETY,S_PREV_EMP,S_TOTAL_EXPERIENCE,JOB_DESCRIPTION,J_LANGUAGE,J_COMMUNICATION,J_PROB_SOLVE,J_ATTEN_VIGIL,J_ADAPT_INTERACT
844,N,Jamshed Hrishikesh Kamdar,40.0,Male,High School,3.0,3.0,2.0,1.0,1.0,1.0,4.0,Executive,N,N,Y,N,N
845,N,Mustafa Singh De,21.0,Male,High School,3.0,3.0,2.0,1.0,1.0,1.0,3.0,Executive,N,N,Y,N,N
846,N,Ishat Dev Sharaf,40.0,Male,High School,3.0,3.0,2.0,1.0,1.0,1.0,7.0,Executive,N,N,Y,N,N
847,Y,Baber Palla,40.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,1.0,7.0,Executive,N,N,Y,N,N
848,Y,Jagat Swamy,26.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,2.0,3.0,Executive,N,N,Y,N,N
849,Y,Manish Lanka,44.0,Male,Undergraduation,1.0,2.0,1.0,3.0,1.0,2.0,7.0,Executive,N,N,Y,N,N
850,Y,Lalit Chander,28.0,Male,Undergraduation,1.0,2.0,1.0,2.0,1.0,2.0,12.0,Executive,N,N,Y,N,N
851,N,Obaid Krish,61.0,Male,Primary School,3.0,2.0,2.0,3.0,4.0,2.0,14.0,Executive,N,N,Y,N,N
852,N,Mowgli Venkataraman,62.0,Male,Primary School,3.0,3.0,2.0,4.0,2.0,2.0,19.0,Executive,N,N,Y,N,N
853,N,Karim Mitesh Doctor,61.0,Male,Primary School,4.0,3.0,2.0,4.0,2.0,3.0,16.0,Executive,N,N,Y,N,N
854,Y,Naval Jacob,28.0,Male,Undergraduation,1.0,2.0,2.0,2.0,1.0,3.0,8.0,Executive,N,N,Y,N,N
855,Y,Binoya Rao Soni,28.0,Male,Undergraduation,1.0,3.0,3.0,2.0,1.0,3.0,7.0,Executive,N,N,Y,N,N
856,Y,Aatif Oak,23.0,Male,Undergraduation,1.0,3.0,3.0,1.0,1.0,0.0,15.0,Executive,N,N,Y,N,N
857,Y,Ehsaan Gala,53.0,Male,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,5.0,Executive,N,N,Y,N,N
858,N,David Bhai Patel,53.0,Male,High School,3.0,2.0,2.0,1.0,1.0,0.0,19.0,Executive,N,N,Y,N,N
859,N,Chitranjan Apte,61.0,Male,High School,3.0,2.0,2.0,1.0,1.0,0.0,13.0,Executive,N,N,Y,N,N
860,N,Ghalib Chad,53.0,Male,High School,3.0,2.0,2.0,1.0,1.0,0.0,6.0,Executive,N,N,Y,N,N
861,N,Nayan Bhai Palan,61.0,Male,High School,3.0,2.0,3.0,1.0,1.0,0.0,17.0,Executive,N,N,Y,N,N
862,N,Raju Raval,61.0,Male,Primary School,4.0,3.0,2.0,4.0,4.0,0.0,13.0,Executive,N,N,Y,N,N
863,N,Biren Kohli,32.0,Male,Primary School,4.0,3.0,2.0,4.0,4.0,0.0,7.0,Executive,N,N,Y,N,N
864,N,Rajendra Malpani,53.0,Male,High School,3.0,2.0,3.0,1.0,2.0,0.0,7.0,Executive,N,N,Y,N,N
865,N,Albert Aniruddh Gokhale,61.0,Male,High School,3.0,2.0,3.0,1.0,2.0,1.0,30.0,Executive,N,N,Y,N,N
866,N,Ricky Pratap Master,61.0,Male,High School,3.0,2.0,3.0,1.0,2.0,1.0,20.0,Executive,N,N,Y,N,N
867,N,Nirmal Yogesh Chowdhury,64.0,Male,High School,3.0,2.0,3.0,1.0,2.0,1.0,25.0,Executive,N,N,Y,N,N
868,N,Arjun Ram Naik,53.0,Male,High School,3.0,2.0,2.0,1.0,2.0,3.0,8.0,Executive,N,N,Y,N,N
869,N,Eddie Ram Masih,32.0,Male,Primary School,4.0,3.0,2.0,4.0,1.0,1.0,7.0,Executive,N,N,Y,N,N
870,N,Shashank Lal Edwin,64.0,Male,Primary School,4.0,3.0,2.0,4.0,1.0,2.0,30.0,Executive,N,N,Y,N,N
871,N,Sai Pratap Borra,57.0,Male,Primary School,3.0,2.0,2.0,3.0,2.0,3.0,9.0,Executive,N,N,Y,N,N
872,N,Anees Rastogi,64.0,Male,Primary School,3.0,2.0,2.0,3.0,2.0,3.0,23.0,Executive,N,N,Y,N,N
873,N,Brock Jhaveri,32.0,Male,Primary School,3.0,2.0,2.0,3.0,2.0,3.0,6.0,Executive,N,N,Y,N,N
874,N,Chinmay Darpan Ramkissoon,57.0,Male,Primary School,3.0,2.0,2.0,4.0,1.0,2.0,9.0,Executive,N,N,Y,N,N
875,N,Dinesh Rupal Acharya,64.0,Male,Primary School,3.0,2.0,2.0,4.0,1.0,2.0,22.0,Executive,N,N,Y,N,N
876,N,Ehsaan Qadim Kari,64.0,Male,Primary School,3.0,2.0,2.0,5.0,1.0,2.0,21.0,Executive,N,N,Y,N,N
877,N,Parveen Chandra Dugar,57.0,Male,Primary School,3.0,2.0,2.0,5.0,1.0,2.0,20.0,Executive,N,N,Y,N,N
878,N,Rahim Kar,57.0,Male,Primary School,3.0,2.0,4.0,5.0,3.0,1.0,21.0,Executive,N,N,Y,N,N
879,N,Brock Viswanathan,44.0,Male,Primary School,2.0,2.0,4.0,5.0,3.0,1.0,7.0,Executive,N,N,Y,N,N
880,N,Chitranjan Rao Bera,64.0,Male,Primary School,2.0,1.0,4.0,5.0,3.0,1.0,20.0,Executive,N,N,Y,N,N
881,N,Rashid Din,44.0,Male,Primary School,2.0,1.0,4.0,4.0,3.0,1.0,8.0,Executive,N,N,Y,N,N
882,N,Baalkrishan Sarraf,64.0,Male,Primary School,4.0,1.0,4.0,4.0,3.0,1.0,19.0,Executive,N,N,Y,N,N
883,N,Ratan Kalla,44.0,Male,Primary School,4.0,1.0,4.0,3.0,3.0,1.0,9.0,Executive,N,N,Y,N,N
884,N,Omar Prasad Sant,64.0,Male,Primary School,3.0,1.0,4.0,3.0,3.0,1.0,18.0,Executive,N,N,Y,N,N
885,N,Ajay Saurabh Bhattacharyya,70.0,Male,Primary School,3.0,1.0,4.0,3.0,2.0,3.0,17.0,Executive,N,N,Y,N,N
886,N,Mitesh Bijoy Pradhan,26.0,Male,Primary School,3.0,1.0,3.0,3.0,2.0,3.0,3.0,Executive,N,N,Y,N,N
887,N,Rupesh Ram Parekh,57.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,2.0,9.0,Executive,N,N,Y,N,N
888,N,Ishat Gajendra Varma,48.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,2.0,29.0,Executive,N,N,Y,N,N
889,N,Aslam Raj Sandhu,57.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,1.0,11.0,Executive,N,N,Y,N,N
890,N,Ganesh Harbhajan Masih,57.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,1.0,13.0,Executive,N,N,Y,N,N
891,N,Manish Lal Amble,51.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,1.0,8.0,Executive,N,N,Y,N,N
892,N,Mani Ramam,51.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,1.0,7.0,Executive,N,N,Y,N,N
893,N,Niyati Jagdish Prakash,28.0,Female,High School,3.0,2.0,2.0,1.0,3.0,1.0,7.0,Executive,N,N,Y,N,N
894,N,Prabha Yash Ramnarine,49.0,Male,High School,2.0,2.0,2.0,1.0,3.0,11.0,29.0,Executive,N,N,Y,N,N
895,N,Padmini Pravin Mall,28.0,Female,High School,2.0,2.0,1.0,1.0,3.0,0.0,3.0,Executive,N,N,Y,N,N
896,N,Sushmita Murty,50.0,Male,High School,2.0,2.0,2.0,1.0,3.0,0.0,23.0,Executive,N,N,Y,N,N
897,N,Sushmita Kashyap,62.0,Female,High School,2.0,2.0,1.0,1.0,3.0,0.0,22.0,Executive,N,N,Y,N,N
898,N,Leelawati Dada,28.0,Male,High School,2.0,2.0,2.0,1.0,1.0,0.0,11.0,Executive,N,N,Y,N,N
899,N,Amolika Ratan Talwar,28.0,Female,High School,2.0,2.0,1.0,1.0,1.0,4.0,10.0,Executive,N,N,Y,N,N
900,N,Zara Amir Luthra,62.0,Female,High School,2.0,2.0,1.0,1.0,1.0,1.0,34.0,Executive,N,N,Y,N,N
901,N,Esha Tripathi,26.0,Male,High School,2.0,2.0,2.0,1.0,1.0,6.0,1.0,Executive,N,N,Y,N,N
902,N,Aisha Kothari,44.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,6.0,Executive,N,N,Y,N,N
903,N,Naina Jack Rattan,50.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,8.0,Executive,N,N,Y,N,N
904,N,Prabha Wason,60.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,7.0,Executive,N,N,Y,N,N
905,N,Shanti Rajagopal,62.0,Female,High School,2.0,2.0,1.0,2.0,1.0,5.0,34.0,Executive,N,N,Y,N,N
906,N,Rita Ratta,59.0,Female,High School,1.0,2.0,1.0,2.0,1.0,6.0,6.0,Executive,N,N,Y,N,N
907,N,Sona Mitter,23.0,Female,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,Executive,N,N,Y,N,N
908,N,Heena Puri,25.0,Male,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,Executive,N,N,Y,N,N
909,N,Nikita Seshadri,25.0,Female,High School,1.0,2.0,1.0,2.0,1.0,3.0,4.0,Executive,N,N,Y,N,N
910,N,Padama Darpan Pal,25.0,Male,High School,1.0,2.0,1.0,2.0,1.0,1.0,4.0,Executive,N,N,Y,N,N
911,N,Ambika Siddharth Mistry,50.0,Female,High School,1.0,2.0,1.0,2.0,2.0,1.0,4.0,Executive,N,N,Y,N,N
912,N,Vineeta Varma,25.0,Female,High School,1.0,1.0,1.0,2.0,2.0,1.0,4.0,Executive,N,N,Y,N,N
913,N,Anusha Naseer Deo,54.0,Female,High School,1.0,1.0,1.0,2.0,1.0,1.0,10.0,Executive,N,N,Y,N,N
914,N,Nandini Savant,25.0,Male,High School,1.0,1.0,1.0,3.0,1.0,1.0,4.0,Executive,N,N,Y,N,N
915,N,Upasana Sarna,25.0,Male,High School,1.0,1.0,2.0,3.0,1.0,1.0,4.0,Executive,N,N,Y,N,N
916,N,Aabha Gole,59.0,Female,High School,1.0,1.0,1.0,3.0,1.0,1.0,9.0,Executive,N,N,Y,N,N
917,N,Nalini Jobin Dar,25.0,Female,High School,1.0,1.0,1.0,3.0,1.0,2.0,3.0,Executive,N,N,Y,N,N
918,N,Akhila Kunda,52.0,Female,High School,1.0,1.0,1.0,3.0,1.0,2.0,9.0,Executive,N,N,Y,N,N
919,N,Sameedha Purohit,50.0,Male,High School,1.0,1.0,1.0,3.0,1.0,2.0,9.0,Executive,N,N,Y,N,N
920,N,Aarti Faraz Kota,55.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,2.0,8.0,Executive,N,N,Y,N,N
921,N,Komal Desai,23.0,Male,Primary School,3.0,1.0,3.0,3.0,3.0,2.0,3.0,Executive,N,N,Y,N,N
922,N,Yasmin Ramachandran,53.0,Female,Primary School,3.0,1.0,3.0,4.0,2.0,3.0,8.0,Executive,N,N,Y,N,N
923,N,Kiran Vaidya,23.0,Female,Primary School,3.0,1.0,3.0,3.0,2.0,3.0,3.0,Executive,N,N,Y,N,N
924,N,Upasana Sem,50.0,Female,Primary School,3.0,3.0,2.0,3.0,2.0,3.0,8.0,Executive,N,N,Y,N,N
925,N,Nidhi Meka,23.0,Male,Primary School,3.0,3.0,2.0,4.0,4.0,0.0,3.0,Executive,N,N,Y,N,N
926,N,Devika Jani,54.0,Female,High School,2.0,1.0,1.0,3.0,1.0,0.0,8.0,Executive,N,N,Y,N,N
927,N,Bagwati Narayan,23.0,Male,High School,2.0,2.0,2.0,2.0,1.0,0.0,3.0,Executive,N,N,Y,N,N
928,Y,Nancy Konda,23.0,Male,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,3.0,Executive,N,N,Y,N,N
929,Y,Roma Dhiraj Amble,44.0,Male,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,6.0,Executive,N,N,Y,N,N
930,Y,Rachel Abbas Mangal,53.0,Female,Undergraduation,2.0,3.0,3.0,1.0,1.0,0.0,8.0,Executive,N,N,Y,N,N
931,N,Sushmita Walia,55.0,Female,Undergraduation,1.0,3.0,3.0,1.0,1.0,0.0,8.0,Executive,N,N,Y,N,N
932,N,Mukti Harjo,50.0,Female,Primary School,3.0,3.0,2.0,4.0,4.0,0.0,8.0,Executive,N,N,Y,N,N
933,N,Rita Shere,52.0,Female,Primary School,3.0,3.0,2.0,4.0,4.0,0.0,8.0,Executive,N,N,Y,N,N
934,N,Julie Varma,52.0,Female,Primary School,3.0,3.0,2.0,2.0,3.0,1.0,9.0,Executive,N,N,Y,N,N
935,N,Yamini Chaudhari,55.0,Male,Primary School,3.0,3.0,2.0,3.0,3.0,1.0,9.0,Executive,N,N,Y,N,N
936,N,Pooja Qabeel Mander,50.0,Female,High School,2.0,2.0,1.0,2.0,1.0,1.0,9.0,Executive,N,N,Y,N,N
937,N,Alpa Munaf Ganguly,52.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,9.0,Executive,N,N,Y,N,N
938,N,Astha Ganesan,52.0,Female,High School,2.0,2.0,1.0,2.0,1.0,1.0,9.0,Executive,N,N,Y,N,N
939,N,Julie Koshy,55.0,Female,High School,2.0,2.0,1.0,2.0,1.0,2.0,9.0,Executive,N,N,Y,N,N
940,N,Amrita Anand Manda,50.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,9.0,Executive,N,N,Y,N,N
941,N,Jyoti Sarna,28.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,4.0,Executive,N,N,Y,N,N
942,N,Bhaagyasree Shere,21.0,Male,High School,2.0,2.0,2.0,2.0,1.0,3.0,2.0,Executive,N,N,Y,N,N
943,N,Kamini Doshi,28.0,Female,Primary School,3.0,3.0,1.0,3.0,3.0,2.0,4.0,Executive,N,N,Y,N,N
944,N,Chandni Balaji Seshadri,28.0,Male,Primary School,3.0,3.0,1.0,3.0,3.0,2.0,4.0,Executive,N,N,Y,N,N
945,N,Ambika Khalsa,28.0,Female,Primary School,2.0,3.0,1.0,3.0,3.0,2.0,4.0,Executive,N,N,Y,N,N
946,N,Kajol Chandran,46.0,Female,Primary School,2.0,3.0,1.0,3.0,3.0,2.0,9.0,Executive,N,N,Y,N,N
947,N,Kalpana Pradeep Narain,46.0,Male,Primary School,2.0,3.0,1.0,4.0,2.0,1.0,7.0,Executive,N,N,Y,N,N
948,N,Vimala Pandey,46.0,Male,Primary School,2.0,2.0,1.0,4.0,2.0,1.0,7.0,Executive,N,N,Y,N,N
949,N,Rachel Loke,46.0,Female,Primary School,2.0,2.0,1.0,4.0,2.0,1.0,7.0,Executive,N,N,Y,N,N
950,N,Rohini Naseer Halder,21.0,Male,Primary School,3.0,2.0,1.0,4.0,2.0,1.0,2.0,Executive,N,N,Y,N,N
951,N,Mridula Aurora,21.0,Male,Primary School,3.0,2.0,1.0,4.0,2.0,1.0,2.0,Executive,N,N,Y,N,N
952,N,Parminder Prashad,47.0,Female,Primary School,3.0,2.0,1.0,4.0,2.0,1.0,7.0,Executive,N,N,Y,N,N
953,N,Bhairavi Sagar,47.0,Female,Primary School,3.0,2.0,1.0,4.0,2.0,1.0,7.0,Executive,N,N,Y,N,N
954,N,Aishwarya Behl,47.0,Female,Primary School,3.0,2.0,3.0,3.0,3.0,3.0,7.0,Executive,N,N,Y,N,N
955,N,Hira Manpreet Datta,21.0,Female,Primary School,3.0,2.0,3.0,5.0,3.0,3.0,2.0,Executive,N,N,Y,N,N
956,N,Madhavi Brock Arya,47.0,Female,Primary School,3.0,2.0,1.0,4.0,2.0,2.0,7.0,Executive,N,N,Y,N,N
957,N,Amrita Qadim Thakkar,47.0,Female,Primary School,3.0,2.0,1.0,3.0,2.0,2.0,7.0,Executive,N,N,Y,N,N
958,N,Krishna Hayre,47.0,Female,High School,2.0,2.0,1.0,2.0,3.0,1.0,7.0,Executive,N,N,Y,N,N
959,N,Trishana Mahal,21.0,Female,High School,2.0,2.0,1.0,2.0,3.0,1.0,2.0,Executive,N,N,Y,N,N
960,N,Divya Narayan,48.0,Male,High School,2.0,2.0,1.0,2.0,3.0,1.0,7.0,Executive,N,N,Y,N,N
961,N,Shanti Rajagopalan,45.0,Male,High School,2.0,2.0,1.0,2.0,2.0,1.0,7.0,Executive,N,N,Y,N,N
962,N,Nitika Mukund Dalal,45.0,Female,High School,2.0,2.0,1.0,2.0,2.0,1.0,7.0,Executive,N,N,Y,N,N
963,N,Vineeta Somnath Sachdev,44.0,Male,High School,2.0,2.0,1.0,2.0,2.0,11.0,6.0,Executive,N,N,Y,N,N
964,N,Lalita More,44.0,Male,High School,2.0,2.0,1.0,2.0,2.0,0.0,7.0,Executive,N,N,Y,N,N
965,N,Kalyani Narang,45.0,Male,High School,2.0,2.0,1.0,2.0,2.0,0.0,7.0,Executive,N,N,Y,N,N
966,N,Esha Agarwal,45.0,Female,High School,1.0,2.0,1.0,2.0,2.0,0.0,8.0,Executive,N,N,Y,N,N
967,N,Riya Bassi,21.0,Male,High School,1.0,2.0,1.0,1.0,2.0,0.0,1.0,Executive,N,N,Y,N,N
968,N,Himani Char,21.0,Female,High School,1.0,2.0,2.0,1.0,2.0,4.0,1.0,Executive,N,N,Y,N,N
969,N,Jyoti Qadim Grover,45.0,Male,High School,1.0,2.0,2.0,1.0,2.0,1.0,8.0,Executive,N,N,Y,N,N
970,N,Juhi Deepesh Chowdhury,21.0,Male,High School,1.0,2.0,2.0,1.0,2.0,6.0,1.0,Executive,N,N,Y,N,N
971,N,Indrani Kalpit Chakrabarti,45.0,Male,High School,1.0,1.0,1.0,1.0,2.0,0.0,8.0,Executive,N,N,Y,N,N
972,N,Hina Kabeer Buch,21.0,Female,High School,1.0,1.0,1.0,1.0,3.0,0.0,1.0,Executive,N,N,Y,N,N
973,N,Ankita Nanda,45.0,Female,High School,1.0,1.0,1.0,1.0,3.0,0.0,8.0,Executive,N,N,Y,N,N
974,N,Kiran Nayar,45.0,Female,High School,1.0,1.0,1.0,1.0,3.0,5.0,8.0,Executive,N,N,Y,N,N
975,N,Madhu Deepesh Randhawa,26.0,Male,High School,1.0,1.0,2.0,1.0,3.0,6.0,2.0,Executive,N,N,Y,N,N
976,Y,Basanti Sodhani,22.0,Male,Undergraduation,1.0,2.0,2.0,1.0,1.0,1.0,1.0,Executive,N,N,Y,N,N
977,Y,Nagma Chaudhuri,45.0,Female,Undergraduation,1.0,2.0,2.0,2.0,1.0,1.0,8.0,Executive,N,N,Y,N,N
978,Y,Padama Aggarwal,26.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Executive,N,N,Y,N,N
979,Y,Binita Lanka,45.0,Male,Undergraduation,2.0,2.0,2.0,2.0,2.0,1.0,8.0,Executive,N,N,Y,N,N
980,Y,Ambika Sidhu,22.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Executive,N,N,Y,N,N
981,Y,Indrani Pranab Kade,44.0,Male,Undergraduation,2.0,1.0,2.0,2.0,2.0,1.0,7.0,Executive,N,N,Y,N,N
982,Y,Mukti Khanna,26.0,Male,Post Graduation,1.0,2.0,1.0,2.0,2.0,1.0,4.0,Executive,N,N,Y,N,N
983,N,Anjana Din,45.0,Female,Primary School,3.0,4.0,1.0,4.0,2.0,1.0,8.0,Executive,N,N,Y,N,N
984,N,Narmada Ehsaan Srinivas,22.0,Male,High School,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Executive,N,N,Y,N,N
985,N,Pamela Raju Raval,45.0,Female,High School,1.0,1.0,1.0,2.0,2.0,1.0,8.0,Executive,N,N,Y,N,N
986,N,Astha Rana,22.0,Female,High School,1.0,1.0,1.0,2.0,2.0,2.0,1.0,Executive,N,N,Y,N,N
987,N,Sara Anil Sane,45.0,Male,High School,1.0,1.0,1.0,2.0,2.0,2.0,8.0,Executive,N,N,Y,N,N
988,N,Aarushi Devendra Randhawa,45.0,Female,High School,1.0,2.0,1.0,2.0,2.0,2.0,8.0,Executive,N,N,Y,N,N
989,Y,Ruchi Chowdhury,48.0,Male,Undergraduation,2.0,1.0,2.0,2.0,2.0,2.0,8.0,Executive,N,N,Y,N,N
990,Y,Ritika Pradeep Mittal,24.0,Female,Post Graduation,1.0,2.0,1.0,2.0,2.0,2.0,1.0,Executive,N,N,Y,N,N
991,Y,Aishwarya Ramnarine,30.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,3.0,7.0,Executive,N,N,Y,N,N
992,Y,Sara Biren Khanna,27.0,Female,Undergraduation,2.0,1.0,2.0,2.0,2.0,3.0,1.0,Executive,N,N,Y,N,N
993,N,Payal Iyer,48.0,Female,High School,1.0,2.0,1.0,2.0,2.0,3.0,6.0,Executive,N,N,Y,N,N
994,N,Bhairavi Pradhan,27.0,Female,High School,1.0,2.0,1.0,2.0,2.0,0.0,1.0,Executive,N,N,Y,N,N
995,N,Sweta Karpe,34.0,Male,High School,1.0,2.0,1.0,2.0,2.0,0.0,5.0,Executive,N,N,Y,N,N
996,N,Anshu Monin Narasimhan,30.0,Female,Primary School,3.0,4.0,1.0,4.0,2.0,0.0,8.0,Executive,N,N,Y,N,N
997,N,Urmi Charlie Singhal,49.0,Female,Primary School,3.0,4.0,1.0,4.0,3.0,0.0,6.0,Executive,N,N,Y,N,N
998,N,Fatima Dugar,41.0,Female,Primary School,3.0,4.0,3.0,4.0,3.0,0.0,8.0,Executive,N,N,Y,N,N
999,N,Madhavi Suraj Sankaran,41.0,Male,Primary School,3.0,4.0,3.0,4.0,3.0,0.0,7.0,Executive,N,N,Y,N,N
1000,N,Riddhi Zahir Bhasin,48.0,Female,Primary School,3.0,4.0,3.0,4.0,4.0,0.0,6.0,Executive,N,N,Y,N,N
1001,N,Laveena Kant,27.0,Female,Primary School,3.0,2.0,3.0,4.0,4.0,0.0,1.0,Executive,N,N,Y,N,N
1002,N,Mukti Padmanabhan,41.0,Female,Primary School,2.0,2.0,1.0,4.0,4.0,0.0,7.0,Executive,N,N,Y,N,N
1003,N,Namita Talwar,27.0,Female,Primary School,2.0,1.0,1.0,4.0,4.0,1.0,1.0,Executive,N,N,Y,N,N
1004,N,Radha Chauhan,41.0,Female,Primary School,3.0,1.0,1.0,4.0,3.0,1.0,7.0,Executive,N,N,Y,N,N
1005,N,Vineeta Ujwal Shukla,40.0,Female,Primary School,5.0,1.0,1.0,4.0,3.0,1.0,6.0,Executive,N,N,Y,N,N
1006,N,Padmini Oommen,48.0,Female,Primary School,5.0,1.0,1.0,5.0,2.0,3.0,6.0,Executive,N,N,Y,N,N
1007,N,Radha Bal,40.0,Female,Primary School,3.0,1.0,2.0,3.0,3.0,1.0,7.0,Executive,N,N,Y,N,N
1008,N,Madhavi Dinesh Sunder,27.0,Female,Primary School,4.0,1.0,1.0,3.0,3.0,2.0,2.0,Executive,N,N,Y,N,N
1009,N,Nancy More,40.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,7.0,Executive,N,N,Y,N,N
1010,N,Nupoor Vala,40.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,5.0,Executive,N,N,Y,N,N
1011,N,Devika Aarif Dora,34.0,Female,High School,2.0,2.0,1.0,2.0,1.0,3.0,5.0,Executive,N,N,Y,N,N
1012,N,Bhairavi Brock Hari,40.0,Female,High School,2.0,3.0,1.0,2.0,2.0,2.0,4.0,Executive,N,N,Y,N,N
1013,N,Rachel Pranay Naidu,47.0,Female,High School,2.0,3.0,1.0,2.0,2.0,2.0,6.0,Executive,N,N,Y,N,N
1014,N,Padama Harbhajan Mogul,47.0,Female,Primary School,4.0,1.0,1.0,3.0,3.0,2.0,6.0,Security Guard,N,N,N,Y,N
1015,N,Anusha Toor,40.0,Female,Primary School,4.0,3.0,1.0,3.0,3.0,2.0,7.0,Security Guard,N,N,N,Y,N
1016,N,Vineeta Sushant Butala,27.0,Female,Primary School,4.0,3.0,1.0,3.0,3.0,1.0,2.0,Security Guard,N,N,N,Y,N
1017,N,Hema Radhakrishnan,26.0,Female,Primary School,4.0,3.0,1.0,3.0,3.0,1.0,2.0,Security Guard,N,N,N,Y,N
1018,N,Nupoor Deep Biyani,48.0,Female,Primary School,3.0,3.0,1.0,3.0,2.0,1.0,6.0,Security Guard,N,N,N,Y,N
1019,N,Radha David Ratta,38.0,Female,Primary School,3.0,3.0,1.0,3.0,2.0,1.0,7.0,Security Guard,N,N,N,Y,N
1020,N,Aarushi Kailash Sane,34.0,Male,Primary School,3.0,3.0,3.0,3.0,2.0,1.0,5.0,Security Guard,N,N,N,Y,N
1021,N,Julie Luthra,38.0,Female,Primary School,3.0,3.0,2.0,3.0,2.0,1.0,6.0,Security Guard,N,N,N,Y,N
1022,N,Fatima Aarif Nadig,26.0,Female,Primary School,5.0,3.0,2.0,3.0,2.0,1.0,2.0,Security Guard,N,N,N,Y,N
1023,N,Nishi Wagle,34.0,Male,Primary School,5.0,3.0,2.0,5.0,2.0,3.0,5.0,Security Guard,N,N,N,Y,N
1024,N,Pamela Dash,38.0,Female,High School,2.0,3.0,1.0,2.0,2.0,3.0,5.0,Security Guard,N,N,N,Y,N
1025,N,Anshula Srinivas,30.0,Female,High School,2.0,3.0,1.0,3.0,2.0,2.0,5.0,Security Guard,N,N,N,Y,N
1026,N,Tejaswani Wafiq Kaur,48.0,Female,High School,2.0,3.0,1.0,3.0,2.0,2.0,6.0,Security Guard,N,N,N,Y,N
1027,N,Aditi Thaman,38.0,Female,High School,2.0,3.0,1.0,3.0,2.0,1.0,8.0,Security Guard,N,N,N,Y,N
1028,N,Binita Malhotra,48.0,Female,High School,2.0,3.0,1.0,3.0,2.0,1.0,6.0,Security Guard,N,N,N,Y,N
1029,N,Lata Pradeep Bajwa,38.0,Female,High School,2.0,3.0,3.0,3.0,2.0,1.0,8.0,Security Guard,N,N,N,Y,N
1030,N,Tejaswani Raj,38.0,Female,High School,2.0,3.0,3.0,3.0,1.0,1.0,8.0,Security Guard,N,N,N,Y,N
1031,N,Rosey Ramesh,29.0,Female,Primary School,5.0,3.0,2.0,3.0,3.0,1.0,4.0,Security Guard,N,N,N,Y,N
1032,N,Lalita Dora,31.0,Female,Primary School,5.0,3.0,2.0,3.0,3.0,2.0,10.0,Security Guard,N,N,N,Y,N
1033,N,Monica Pranab Sahota,31.0,Female,Primary School,5.0,3.0,2.0,3.0,3.0,0.0,11.0,Security Guard,N,N,N,Y,N
1034,N,Manjari Tabeed Kar,29.0,Male,Primary School,5.0,2.0,2.0,3.0,3.0,0.0,4.0,Security Guard,N,N,N,Y,N
1035,N,Leela Mathew,29.0,Female,Primary School,5.0,2.0,2.0,3.0,3.0,0.0,4.0,Security Guard,N,N,N,Y,N
1036,N,Amrita Shere,29.0,Female,Primary School,3.0,2.0,2.0,3.0,5.0,0.0,4.0,Security Guard,N,N,N,Y,N
1037,N,Hira Guha,31.0,Female,Primary School,3.0,2.0,2.0,5.0,5.0,4.0,7.0,Security Guard,N,N,N,Y,N
1038,N,Zeenat Batta,29.0,Female,Primary School,3.0,2.0,4.0,3.0,5.0,1.0,4.0,Security Guard,N,N,N,Y,N
1039,N,Nagma Owais Persad,32.0,Female,Primary School,3.0,2.0,4.0,5.0,3.0,6.0,7.0,Security Guard,N,N,N,Y,N
1040,N,Nagma Vivek Dhawan,32.0,Female,Primary School,3.0,2.0,4.0,3.0,5.0,0.0,7.0,Security Guard,N,N,N,Y,N
